cpu,memory
100.0,87.7
100.0,87.7
100.0,87.8
100.0,87.8
100.0,87.9
100.0,87.9
100.0,87.9
100.0,87.9
100.0,87.9
99.3,88.1
100.0,88.1
100.0,88.1
100.0,88.1
100.0,88.4
100.0,88.6
100.0,88.8
100.0,88.8
100.0,88.8
100.0,88.8
100.0,88.8
100.0,88.8
100.0,88.8
100.0,88.8
100.0,88.8
100.0,88.8
100.0,88.9
100.0,88.9
100.0,88.9
100.0,88.9
100.0,88.9
100.0,88.9
100.0,88.9
100.0,88.9
100.0,89.0
99.6,88.9
100.0,88.9
100.0,88.9
100.0,89.4
100.0,88.9
100.0,88.9
100.0,88.9
100.0,88.9
100.0,89.0
100.0,89.0
100.0,89.0
100.0,89.0
100.0,89.0
100.0,89.0
100.0,89.0
100.0,89.0
100.0,89.0
100.0,89.0
100.0,89.0
100.0,89.1
100.0,89.1
100.0,89.1
100.0,89.1
100.0,89.6
100.0,89.1
100.0,89.1
100.0,89.1
100.0,89.7
99.6,89.1
100.0,89.1
100.0,89.2
100.0,89.7
100.0,89.2
100.0,89.3
100.0,89.3
100.0,89.5
99.4,89.3
100.0,89.3
100.0,89.3
100.0,89.5
100.0,89.4
100.0,89.4
100.0,89.4
100.0,89.5
100.0,89.4
100.0,89.4
100.0,89.4
100.0,89.9
100.0,89.4
100.0,89.5
100.0,89.4
99.8,89.9
100.0,89.5
100.0,89.5
100.0,89.4
100.0,89.4
100.0,89.5
100.0,89.5
100.0,89.5
100.0,89.6
100.0,89.5
100.0,89.6
100.0,89.5
100.0,90.1
100.0,89.6
100.0,89.6
100.0,89.6
100.0,89.6
99.6,89.6
99.8,89.6
100.0,89.6
100.0,89.6
100.0,89.6
100.0,89.6
100.0,89.8
100.0,89.8
100.0,89.8
100.0,89.8
100.0,89.8
100.0,89.8
100.0,89.8
100.0,89.8
100.0,89.8
100.0,89.8
100.0,89.8
100.0,89.8
100.0,89.8
100.0,89.8
100.0,89.9
100.0,89.9
100.0,89.8
100.0,89.8
100.0,89.9
100.0,89.9
100.0,89.9
100.0,89.9
100.0,89.9
100.0,89.9
100.0,89.9
100.0,89.9
100.0,89.9
100.0,89.9
100.0,89.9
100.0,89.9
100.0,89.9
100.0,90.0
100.0,89.9
100.0,90.4
99.7,90.0
100.0,90.0
100.0,90.0
100.0,90.0
100.0,90.0
100.0,90.0
100.0,90.0
100.0,90.0
100.0,90.0
100.0,90.0
100.0,90.0
100.0,90.0
100.0,90.0
100.0,90.2
100.0,90.4
100.0,90.5
100.0,90.4
100.0,90.4
100.0,90.5
100.0,90.5
100.0,90.5
100.0,90.5
100.0,90.5
100.0,90.8
100.0,90.6
99.9,90.6
100.0,90.6
100.0,90.6
100.0,90.6
100.0,90.6
100.0,90.7
100.0,91.0
100.0,90.7
100.0,90.7
100.0,90.7
100.0,90.8
100.0,90.8
100.0,90.8
100.0,90.8
100.0,90.8
100.0,90.8
100.0,90.8
100.0,90.8
100.0,90.8
100.0,90.8
99.8,90.8
100.0,90.8
100.0,90.8
100.0,90.8
100.0,90.8
100.0,90.8
100.0,90.9
100.0,90.9
100.0,90.9
99.8,90.9
